Source,Target,Type,Id,Label,Weight,Color
추락,방법,Directed,635,,0.011469,"#999999"
추락,장비,Directed,642,,0.014226,"#999999"
추락,타격,Directed,646,,0.011036,"#999999"
추락,상부,Directed,649,,0.039954,"#999999"
추락,구간,Directed,654,,0.020208,"#999999"
추락,이동식,Directed,657,,0.056555,"#999999"
추락,헛딛임,Directed,659,,0.03528,"#999999"
추락,장위,Directed,660,,0.03528,"#999999"
추락,겨낭줄,Directed,661,,0.03528,"#999999"
추락,횡재,Directed,662,,0.03528,"#999999"
추락,실선,Directed,663,,0.03528,"#999999"
추락,조금,Directed,664,,0.03528,"#999999"
추락,이끼,Directed,665,,0.032609,"#999999"
추락,적재,Directed,668,,0.016234,"#999999"
작업중,설치,Directed,671,,0.275544,"#999999"
작업중,비계,Directed,672,,0.1912,"#999999"
작업중,자재,Directed,673,,0.146396,"#999999"
작업중,바닥,Directed,674,,0.041189,"#999999"
작업중,이동,Directed,675,,0.276079,"#999999"
작업중,거푸집,Directed,676,,0.073331,"#999999"
작업중,추락,Directed,677,,0.019637,"#999999"
작업중,안전,Directed,678,,0.042855,"#999999"
작업중,발판,Directed,679,,0.083728,"#999999"
작업중,상태,Directed,680,,0.027156,"#999999"
작업중,손가락,Directed,683,,0.064729,"#999999"
작업중,고정,Directed,684,,0.034189,"#999999"
작업중,운전,Directed,689,,0.022748,"#999999"
작업중,가설,Directed,691,,0.080733,"#999999"
작업중,운반,Directed,692,,0.144313,"#999999"
작업중,사용,Directed,693,,0.03635,"#999999"
작업중,시스템,Directed,695,,0.22741,"#999999"
작업중,동바리,Directed,699,,0.036279,"#999999"
작업중,외부,Directed,702,,0.034829,"#999999"
작업중,정리,Directed,703,,0.144459,"#999999"
작업중,발목,Directed,704,,0.031036,"#999999"
작업중,왼쪽,Directed,705,,0.029903,"#999999"
작업중,통증,Directed,706,,0.025332,"#999999"
작업중,우측,Directed,710,,0.056982,"#999999"
작업중,부상,Directed,717,,0.114765,"#999999"
작업중,좌측,Directed,718,,0.031297,"#999999"
작업중,무릎,Directed,721,,0.030137,"#999999"
작업중,부분,Directed,725,,0.031037,"#999999"
작업중,장비,Directed,726,,0.035042,"#999999"
작업중,위치,Directed,727,,0.023825,"#999999"
작업중,중량,Directed,728,,0.023109,"#999999"
작업중,사이,Directed,730,,0.044467,"#999999"
작업중,끼임,Directed,732,,0.042877,"#999999"
작업중,타격,Directed,737,,0.038212,"#999999"
작업중,흙막이,Directed,738,,0.194033,"#999999"
작업중,토류판,Directed,739,,0.127287,"#999999"
작업중,가시,Directed,740,,0.195425,"#999999"
작업중,굴착,Directed,741,,0.074718,"#999999"
작업중,토사,Directed,742,,0.063662,"#999999"
작업중,간이,Directed,744,,0.041172,"#999999"
작업중,진흙,Directed,745,,0.041457,"#999999"
작업중,상부,Directed,746,,0.121447,"#999999"
작업중,용접,Directed,750,,0.044584,"#999999"
작업중,구간,Directed,751,,0.035586,"#999999"
